1、四则运算题目1: 76-34+13=
8981、四则运算题目8981: 77-37+5=
8982、四则运算题目8982: 32+91+97=
8983、四则运算题目8983: 6-1+62=
8984、四则运算题目8984: 19-19-0=
8985、四则运算题目8985: 9-0=
8986、四则运算题目8986: 86-40+83=
8987、四则运算题目8987: 22+35+14=
8988、四则运算题目8988: 26+5=
8989、四则运算题目8989: 32-24=
8990、四则运算题目8990: 10+20=
8991、四则运算题目8991: 27-2=
8992、四则运算题目8992: 24-7=
8993、四则运算题目8993: 86-31+46=
8994、四则运算题目8994: 88+78=
8995、四则运算题目8995: 26+49=
8996、四则运算题目8996: 40+97-73=
8997、四则运算题目8997: 76+57=
8998、四则运算题目8998: 44-43-1=
8999、四则运算题目8999: 25-3-22=
9000、四则运算题目9000: 59-18=
9001、四则运算题目9001: 30-12-1=
9002、四则运算题目9002: 67+1=
9003、四则运算题目9003: 99+63+53=
9004、四则运算题目9004: 94-15-38=
9005、四则运算题目9005: 5-4=
9006、四则运算题目9006: 62-31+45=
9007、四则运算题目9007: 88+84=
9008、四则运算题目9008: 27-26+16=
9009、四则运算题目9009: 95+66-57=
9010、四则运算题目9010: 89-26+27=
9011、四则运算题目9011: 83+48-32=
9012、四则运算题目9012: 54-8=
9013、四则运算题目9013: 35+55=
9014、四则运算题目9014: 10-3+74=
9015、四则运算题目9015: 21+7-9=
9016、四则运算题目9016: 90-36=
9017、四则运算题目9017: 58-57-1=
9018、四则运算题目9018: 54-19=
9019、四则运算题目9019: 2+96-28=
9020、四则运算题目9020: 39-8=
9021、四则运算题目9021: 81-58=
9022、四则运算题目9022: 34-22+23=
9023、四则运算题目9023: 3+69-23=
9024、四则运算题目9024: 79-52=
9025、四则运算题目9025: 57+20+51=
9026、四则运算题目9026: 38+93=
9027、四则运算题目9027: 79-54=
9028、四则运算题目9028: 20-7=
9029、四则运算题目9029: 35+44+38=
9030、四则运算题目9030: 55-23-21=
9031、四则运算题目9031: 30+31+12=
9032、四则运算题目9032: 60-9=
9033、四则运算题目9033: 69-24-36=
9034、四则运算题目9034: 63-37=
9035、四则运算题目9035: 61+0=
9036、四则运算题目9036: 90+52=
9037、四则运算题目9037: 80-25+51=
9038、四则运算题目9038: 4+77+2=
9039、四则运算题目9039: 39+55-53=
9040、四则运算题目9040: 0-0=
9041、四则运算题目9041: 5+77=
9042、四则运算题目9042: 90-6-76=
9043、四则运算题目9043: 21+2=
9044、四则运算题目9044: 13-0+53=
9045、四则运算题目9045: 92+84-84=
9046、四则运算题目9046: 85-40=
9047、四则运算题目9047: 26-22+27=
9048、四则运算题目9048: 3+64-11=
9049、四则运算题目9049: 74+31=
9050、四则运算题目9050: 24+59=
9051、四则运算题目9051: 8+54=
9052、四则运算题目9052: 91+26=
9053、四则运算题目9053: 78-15=
9054、四则运算题目9054: 79+74-19=
9055、四则运算题目9055: 28+26+10=
9056、四则运算题目9056: 31-14-13=
9057、四则运算题目9057: 4+20+70=
9058、四则运算题目9058: 56+41=
9059、四则运算题目9059: 2+17=
9060、四则运算题目9060: 85-85=
9061、四则运算题目9061: 81-8-18=
9062、四则运算题目9062: 57-13+8=
9063、四则运算题目9063: 40-9+95=
9064、四则运算题目9064: 44+52=
9065、四则运算题目9065: 27-2-21=
9066、四则运算题目9066: 7+13+80=
9067、四则运算题目9067: 39+89+13=
9068、四则运算题目9068: 20+32-51=
9069、四则运算题目9069: 25+39+42=
9070、四则运算题目9070: 42+50=
9071、四则运算题目9071: 25+28=
9072、四则运算题目9072: 34+35=
9073、四则运算题目9073: 37-10-22=
9074、四则运算题目9074: 89+0=
9075、四则运算题目9075: 58-39=
9076、四则运算题目9076: 56-32+25=
9077、四则运算题目9077: 81+32-86=
9078、四则运算题目9078: 24+0-2=
9079、四则运算题目9079: 69-59=
9080、四则运算题目9080: 8-1-5=
9081、四则运算题目9081: 0-0=
9082、四则运算题目9082: 97+26+19=
9083、四则运算题目9083: 70+9+90=
9084、四则运算题目9084: 64-57+43=
9085、四则运算题目9085: 45-16=
9086、四则运算题目9086: 87+75-23=
9087、四则运算题目9087: 69+6-73=
9088、四则运算题目9088: 35-25=
9089、四则运算题目9089: 14+38-22=
9090、四则运算题目9090: 93-36-33=
9091、四则运算题目9091: 79-63=
9092、四则运算题目9092: 79-53=
9093、四则运算题目9093: 39-4+24=
9094、四则运算题目9094: 68-24+58=
9095、四则运算题目9095: 98+40=
9096、四则运算题目9096: 85+10-87=
9097、四则运算题目9097: 56+16+7=
9098、四则运算题目9098: 6-3-3=
9099、四则运算题目9099: 91+14+9=
9100、四则运算题目9100: 13-2=
9101、四则运算题目9101: 79-33=
9102、四则运算题目9102: 12-7=
9103、四则运算题目9103: 23-23+26=
9104、四则运算题目9104: 83+53=
9105、四则运算题目9105: 27-22-0=
9106、四则运算题目9106: 6+46-40=
9107、四则运算题目9107: 29-7=
9108、四则运算题目9108: 35-34=
9109、四则运算题目9109: 82-76=
9110、四则运算题目9110: 6+21=
9111、四则运算题目9111: 0+16=
9112、四则运算题目9112: 86+38=
9113、四则运算题目9113: 60-42+86=
9114、四则运算题目9114: 70-0-3=
9115、四则运算题目9115: 1+47=
9116、四则运算题目9116: 74+46=
9117、四则运算题目9117: 51+72+94=
9118、四则运算题目9118: 99-75=
9119、四则运算题目9119: 56-27-2=
9120、四则运算题目9120: 68+57=
9121、四则运算题目9121: 89-22-55=
9122、四则运算题目9122: 89-26=
9123、四则运算题目9123: 58+74+69=
9124、四则运算题目9124: 79-63+99=
9125、四则运算题目9125: 94-27-66=
9126、四则运算题目9126: 56+35=
9127、四则运算题目9127: 44-29+58=
9128、四则运算题目9128: 69+80=
9129、四则运算题目9129: 85-5=
9130、四则运算题目9130: 95+54=
9131、四则运算题目9131: 42-40=
9132、四则运算题目9132: 86-71=
9133、四则运算题目9133: 96+65=
9134、四则运算题目9134: 27+5-3=
9135、四则运算题目9135: 84-37-37=
9136、四则运算题目9136: 45-15=
9137、四则运算题目9137: 4+50=
9138、四则运算题目9138: 37-9=
9139、四则运算题目9139: 22-6=
9140、四则运算题目9140: 19-6=
9141、四则运算题目9141: 75+40-53=
9142、四则运算题目9142: 38+42+59=
9143、四则运算题目9143: 86+80=
9144、四则运算题目9144: 1+86=
9145、四则运算题目9145: 90-26+52=
9146、四则运算题目9146: 85+75=
9147、四则运算题目9147: 68+20=
9148、四则运算题目9148: 37+76+85=
9149、四则运算题目9149: 75+21=
9150、四则运算题目9150: 67-64=
9151、四则运算题目9151: 21-5+56=
9152、四则运算题目9152: 48+41=
9153、四则运算题目9153: 70+46-74=
9154、四则运算题目9154: 60-8-7=
9155、四则运算题目9155: 75-11-13=
9156、四则运算题目9156: 42-5-29=
9157、四则运算题目9157: 18+25-11=
9158、四则运算题目9158: 45+42+48=
9159、四则运算题目9159: 20+37-13=
9160、四则运算题目9160: 59+64-60=
9161、四则运算题目9161: 19-9+79=
9162、四则运算题目9162: 83+24=
9163、四则运算题目9163: 63-26=
9164、四则运算题目9164: 12-4-2=
9165、四则运算题目9165: 21-13+89=
9166、四则运算题目9166: 14-11=
9167、四则运算题目9167: 60-27=
9168、四则运算题目9168: 17-3=
9169、四则运算题目9169: 66+7-18=
9170、四则运算题目9170: 79+70+98=
9171、四则运算题目9171: 41+90-4=
9172、四则运算题目9172: 13+14=
9173、四则运算题目9173: 95-76-17=
9174、四则运算题目9174: 83+70+32=
9175、四则运算题目9175: 13+95-21=
9176、四则运算题目9176: 99-66=
9177、四则运算题目9177: 58+30=
9178、四则运算题目9178: 42+3=
9179、四则运算题目9179: 18-7+96=
9180、四则运算题目9180: 46-22+42=
9181、四则运算题目9181: 34-17=
9182、四则运算题目9182: 87-53=
9183、四则运算题目9183: 21-12+90=
9184、四则运算题目9184: 16-11+80=
9185、四则运算题目9185: 79+32-72=
9186、四则运算题目9186: 40+15=
9187、四则运算题目9187: 10-10=
9188、四则运算题目9188: 10-10=
9189、四则运算题目9189: 37+72=
9190、四则运算题目9190: 49+1=
9191、四则运算题目9191: 54+9=
9192、四则运算题目9192: 56-21+32=
9193、四则运算题目9193: 14-12-2=
9194、四则运算题目9194: 34-32+9=
9195、四则运算题目9195: 79+83=
9196、四则运算题目9196: 41+81-32=
9197、四则运算题目9197: 30+29=
9198、四则运算题目9198: 19-9-8=
9199、四则运算题目9199: 60-25-1=
9200、四则运算题目9200: 47+3=
9201、四则运算题目9201: 74-41=
9202、四则运算题目9202: 11+87-12=
9203、四则运算题目9203: 8-6-0=
9204、四则运算题目9204: 63+8-60=
9205、四则运算题目9205: 46+13=
9206、四则运算题目9206: 12-6=
9207、四则运算题目9207: 25-22-3=
9208、四则运算题目9208: 27-14=
9209、四则运算题目9209: 9+54=
9210、四则运算题目9210: 63-38+76=
9211、四则运算题目9211: 73+93+75=
9212、四则运算题目9212: 28+45=
9213、四则运算题目9213: 22-13=
9214、四则运算题目9214: 43-37=
9215、四则运算题目9215: 4+91+61=
9216、四则运算题目9216: 75+67-1=
9217、四则运算题目9217: 73-7+16=
9218、四则运算题目9218: 27+61=
9219、四则运算题目9219: 44+37=
9220、四则运算题目9220: 33+58-8=
9221、四则运算题目9221: 25+34+16=
9222、四则运算题目9222: 0+74=
9223、四则运算题目9223: 61-43=
9224、四则运算题目9224: 45-27=
9225、四则运算题目9225: 57+79=
9226、四则运算题目9226: 32-5=
9227、四则运算题目9227: 64-10+32=
9228、四则运算题目9228: 89-71-0=
9229、四则运算题目9229: 53-4-9=
9230、四则运算题目9230: 25-9+34=
9231、四则运算题目9231: 18-1+6=
9232、四则运算题目9232: 56-5=
9233、四则运算题目9233: 73-52=
9234、四则运算题目9234: 97-55=
9235、四则运算题目9235: 3+54+56=
9236、四则运算题目9236: 54-11=
9237、四则运算题目9237: 77+37=
9238、四则运算题目9238: 11-11-0=
9239、四则运算题目9239: 16-11=
9240、四则运算题目9240: 22+9+77=
9241、四则运算题目9241: 68+52-88=
9242、四则运算题目9242: 66-44=
9243、四则运算题目9243: 53+15+78=
9244、四则运算题目9244: 94-33=
9245、四则运算题目9245: 61-56+67=
9246、四则运算题目9246: 9+46=
9247、四则运算题目9247: 10+10=
9248、四则运算题目9248: 64-37-10=
9249、四则运算题目9249: 84-81=
9250、四则运算题目9250: 85+66+76=
9251、四则运算题目9251: 10+37=
9252、四则运算题目9252: 69-9=
9253、四则运算题目9253: 1-1=
9254、四则运算题目9254: 7+71+37=
9255、四则运算题目9255: 78+24=
9256、四则运算题目9256: 95-9-67=
9257、四则运算题目9257: 72-52-20=
9258、四则运算题目9258: 69+65+51=
9259、四则运算题目9259: 64+22=
9260、四则运算题目9260: 67-54+57=
9261、四则运算题目9261: 74+52+13=
9262、四则运算题目9262: 5+86=
9263、四则运算题目9263: 71-29+75=
9264、四则运算题目9264: 67-47=
9265、四则运算题目9265: 72-52=
9266、四则运算题目9266: 54+78-43=
9267、四则运算题目9267: 39-9-30=
9268、四则运算题目9268: 87-69+50=
9269、四则运算题目9269: 50+11=
9270、四则运算题目9270: 78-76=
9271、四则运算题目9271: 58+6=
9272、四则运算题目9272: 43+64+58=
9273、四则运算题目9273: 59+91=
9274、四则运算题目9274: 72+90+59=
9275、四则运算题目9275: 74+3+96=
9276、四则运算题目9276: 69-0+92=
9277、四则运算题目9277: 98-87=
9278、四则运算题目9278: 11-5=
9279、四则运算题目9279: 89+57-71=
9280、四则运算题目9280: 25+95=
9281、四则运算题目9281: 88+50+25=
9282、四则运算题目9282: 12+65-3=
9283、四则运算题目9283: 4+26=
9284、四则运算题目9284: 52+76=
9285、四则运算题目9285: 21+47-26=
9286、四则运算题目9286: 68+95=
9287、四则运算题目9287: 95+33-52=
9288、四则运算题目9288: 70+8-69=
9289、四则运算题目9289: 40+66+27=
9290、四则运算题目9290: 77-6-46=
9291、四则运算题目9291: 3-3-0=
9292、四则运算题目9292: 8+21=
9293、四则运算题目9293: 0-0=
9294、四则运算题目9294: 93-77-5=
9295、四则运算题目9295: 47+73=
9296、四则运算题目9296: 31+11-42=
9297、四则运算题目9297: 94+21=
9298、四则运算题目9298: 42-7=
9299、四则运算题目9299: 7-4=
9300、四则运算题目9300: 0+47=
9301、四则运算题目9301: 11-4-4=
9302、四则运算题目9302: 40-22=
9303、四则运算题目9303: 88-62+61=
9304、四则运算题目9304: 45+46=
9305、四则运算题目9305: 79-50+11=
9306、四则运算题目9306: 0-0=
9307、四则运算题目9307: 58-34-7=
9308、四则运算题目9308: 53-22=
9309、四则运算题目9309: 52-10=
9310、四则运算题目9310: 11+10-20=
9311、四则运算题目9311: 18-18-0=
9312、四则运算题目9312: 41-33=
9313、四则运算题目9313: 52-27+74=
9314、四则运算题目9314: 36-19+50=
9315、四则运算题目9315: 76+24-22=
9316、四则运算题目9316: 91-38+88=
9317、四则运算题目9317: 72+54+82=
9318、四则运算题目9318: 42+5-25=
9319、四则运算题目9319: 42+36=
9320、四则运算题目9320: 4-2+43=
9321、四则运算题目9321: 69+35-94=
9322、四则运算题目9322: 46-26=
9323、四则运算题目9323: 33+67-35=
9324、四则运算题目9324: 91+33+44=
9325、四则运算题目9325: 47+87+75=
9326、四则运算题目9326: 70+20-69=
9327、四则运算题目9327: 81-35=
9328、四则运算题目9328: 21+70=
9329、四则运算题目9329: 75-27=
9330、四则运算题目9330: 89-9=
9331、四则运算题目9331: 61-45+56=
9332、四则运算题目9332: 85-17-22=
9333、四则运算题目9333: 59+43=
9334、四则运算题目9334: 52-30=
9335、四则运算题目9335: 85+31+55=
9336、四则运算题目9336: 74+6=
9337、四则运算题目9337: 3+14=
9338、四则运算题目9338: 91-14-46=
9339、四则运算题目9339: 12+78-22=
9340、四则运算题目9340: 40+70-76=
9341、四则运算题目9341: 58+55=
9342、四则运算题目9342: 61+11=
9343、四则运算题目9343: 37+91=
9344、四则运算题目9344: 13-6=
9345、四则运算题目9345: 62-7+77=
9346、四则运算题目9346: 50-46+77=
9347、四则运算题目9347: 94+89=
9348、四则运算题目9348: 80+72+49=
9349、四则运算题目9349: 70-67+20=
9350、四则运算题目9350: 47+94=
9351、四则运算题目9351: 58+99=
9352、四则运算题目9352: 98+37=
9353、四则运算题目9353: 21+41=
9354、四则运算题目9354: 72-70-0=
9355、四则运算题目9355: 27-11+70=
9356、四则运算题目9356: 87-13+16=
9357、四则运算题目9357: 43-11=
9358、四则运算题目9358: 67-67=
9359、四则运算题目9359: 38-14=
9360、四则运算题目9360: 29-17=
9361、四则运算题目9361: 49-41+45=
9362、四则运算题目9362: 19-4-6=
9363、四则运算题目9363: 55+59=
9364、四则运算题目9364: 24+63+15=
9365、四则运算题目9365: 71+18=
9366、四则运算题目9366: 77-62=
9367、四则运算题目9367: 81-38=
9368、四则运算题目9368: 86-27-9=
9369、四则运算题目9369: 43+33+43=
9370、四则运算题目9370: 21-17=
9371、四则运算题目9371: 32+62=
9372、四则运算题目9372: 57+89=
9373、四则运算题目9373: 10+41=
9374、四则运算题目9374: 9-1+14=
9375、四则运算题目9375: 24+96=
9376、四则运算题目9376: 38+57-93=
9377、四则运算题目9377: 56-38=
9378、四则运算题目9378: 88+81+36=
9379、四则运算题目9379: 14+44=
9380、四则运算题目9380: 53+32-66=
9381、四则运算题目9381: 26-16=
9382、四则运算题目9382: 42+13-6=
9383、四则运算题目9383: 73-12=
9384、四则运算题目9384: 69-6-47=
9385、四则运算题目9385: 16+38+29=
9386、四则运算题目9386: 5-1-0=
9387、四则运算题目9387: 74+85=
9388、四则运算题目9388: 18-12-3=
9389、四则运算题目9389: 28+15-6=
9390、四则运算题目9390: 41+79=
9391、四则运算题目9391: 40+6=
9392、四则运算题目9392: 63+12+83=
9393、四则运算题目9393: 52-0-48=
9394、四则运算题目9394: 34-30+66=
9395、四则运算题目9395: 10-10=
9396、四则运算题目9396: 67-29-31=
